#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B211C7
#Date Time: 2024-12-03 12:34:19.900
#Start: 10 Hz
#Stop: 2e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.54176 V
#Offset: 0.000158986 V
#Relative: no
#Channel: Channel 2
#Range: 61.7591 V
#Offset: 7.99854 V
#Relative: yes
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 1 V
#Negative Supply: Rdy
#Voltage: -1 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,0.02886971489565873,-0.01423979207729905,-82.59538203822308
10.84776329307037,0.0286120277599753,0.7072550857988363,-83.52203601857579
11.76739684624847,0.02826470039740401,1.396969132325153,-84.55533934691044
12.76499355637263,0.02966861968326034,2.083630690716604,-85.54422110656684
13.84716285370986,0.02807611079793186,2.789160771101979,-86.3687342790582
15.02107449176414,0.02979082564695552,3.495348262987143,-87.32640896521303
16.29450604942344,0.03008763781124767,4.20805983677341,-88.30123206284684
17.67589446016487,0.03042517348032865,4.918338172639174,-89.20292473183292
19.17439190971621,0.0306460199183531,5.633343290277627,-90.04582317260557
20.7999264725165,0.02884800683389526,6.349753156476106,-90.95576953058925
22.56326788871268,0.02955797252158852,7.060203765896533,-91.85448674457962
24.47609891748909,0.02938713527588691,7.768311767528734,-92.75911182368472
26.55109273946971,0.03118436339258053,8.478806925592602,-93.69879525893441
28.80199692101268,0.02850608287680523,9.179363210076938,-94.63250837413568
31.24372449668873,0.03035661148143994,9.887188078854146,-95.63076745198502
33.8924527733983,0.02938104632755869,10.58006778924123,-96.65115114053907
36.76573051073913,0.02993990103073742,11.27056119585673,-97.73390294824362
39.88259418773125,0.0278483785291623,11.95602880016631,-98.82087583646984
43.26369412620929,0.0322073396124154,12.6312437101971,-99.9223478008567
46.93143130649175,0.03090531241332603,13.30242178966028,-101.159647715109
50.91010578178139,0.02954579197531369,13.97326618876311,-102.4505986541101
55.2260776745938,0.02988218876831065,14.6298877840377,-103.7499138958584
59.90794182187106,0.02965332927872823,15.28456747316975,-105.1685654763962
64.98671722586884,0.02848559466804437,15.9192821595038,-106.6580890668827
70.49605256599227,0.03082130363013565,16.54424296449578,-108.2246092508429
76.47244913317289,0.03060104723294578,17.16780801124513,-109.8584053345621
82.95550266380242,0.03069923986603225,17.77586387967971,-111.5880267355506
89.98816567545957,0.029725962167586,18.3717230224908,-113.4125137091343
97.61703204249856,0.02924825600855128,18.94752526505891,-115.3203665827744
105.892645696909,0.03055422083234108,19.50370169987831,-117.2814657794942
114.8698354997034,0.03248997859482312,20.04124412756593,-119.3626774508744
124.6080785014715,0.03065575350581774,20.55934070479287,-121.5103133000909
135.1718939988294,0.02790205115915401,21.04848187870618,-123.7031640015267
146.6312709975298,0.02982587110844911,21.51608041632437,-125.9738736860806
159.0621319143258,0.02879546094034892,21.95911872962439,-128.2996218740256
172.5468355897737,0.03117098939139044,22.37342083803767,-130.6449922854142
187.1747229446196,0.03385756769246218,22.75413811277424,-133.0068217416235
203.042708894926,0.0330033186241588,23.1088672337871,-135.3955501027233
220.2559244475949,0.03192656454305652,23.43948968543933,-137.7452093481565
238.9284132303899,0.03346444528774443,23.73803902826209,-140.0918343654864
259.1838870712169,0.03100125505029854,24.00925650117906,-142.39757953887
281.1565456326443,0.03068782120122492,24.25495599399468,-144.6405902177331
304.9919655320261,0.03282346849415125,24.4714867282784,-146.8503248279054
330.8480648379694,0.02888080796087972,24.67242554642621,-148.9502458448842
358.8961493332689,0.02825758703235685,24.84652998517856,-151.0054386350105
389.3220474761737,0.03336321437593743,25.00069470691997,-152.9528045503557
422.3273415795029,0.0320350110664715,25.13429326083352,-154.8002415468252
458.1307033646125,0.03185561556168198,25.25372137950978,-156.5519274839866
496.9693427387151,0.03376008121893314,25.35633521513889,-158.2378578893016
539.1005793942338,0.03513775700184002,25.44876983699818,-159.8183506464951
584.8035476425728,0.03184199298926019,25.52192534513618,-161.2734167911327
634.3810457774439,0.03387250971810515,25.59406671996601,-162.6694938781985
688.1615422204138,0.02927503751628323,25.65598209107255,-163.9725014192309
746.5013517401288,0.03177573486864767,25.70906112906865,-165.211089514333
809.7869961633985,0.03122443862852633,25.75005159999711,-166.3295949834852
878.4377652187025,0.03336827390664745,25.78737967587723,-167.3654284482182
952.9084944786202,0.03123978388614427,25.82123159032331,-168.3800358405922
1033.692578806012,0.0261060874948377,25.8533431332628,-169.3105345862317
1121.325241269111,0.02670848590938,25.87586768126242,-170.1786649131101
1216.387079183232,0.02756904707366582,25.90381060187298,-170.9476628511992
1319.507910772895,0.03214539592309641,25.91640904440795,-171.7176029154337
1431.370947939817,0.03896106643372128,25.9307955255721,-172.4235217165713
1552.717322782888,0.03677173401145201,25.94663119694171,-173.067009466198
1684.350997859868,0.04065034500289843,25.96903261144194,-173.6449209814705
1827.144092723075,0.03854457234712161,25.97809635113617,-174.2143613517332
1982.04266201917,0.03842871867932678,25.99269296631515,-174.7678875127049
2150.072963435102,0.02997778425826794,26.00583216621236,-175.2984119262316
2332.348257017431,0.02501325213733512,26.0249929542912,-175.765922141252
2530.076180913036,0.03632849292161115,26.03623930052782,-176.2707418963912
2744.566752398006,0.03622105223565351,26.04630535642666,-176.6865219121088
2977.241047204444,0.04310522672059523,26.05695623430244,-177.1305448969558
3229.640614648674,0.03301318184631774,26.06881254072593,-177.5662990481566
3503.437690939509,0.04323846593060078,26.07980261569811,-177.9984459673384
3800.44627833328,0.04267610651772556,26.09272637202536,-178.4106682517866
4122.634163538966,0.04282509379979038,26.10589826249796,-178.8319251753976
4472.135954999579,0.05068537543653277,26.11432394707109,-179.2908791394413
4851.267225426465,0.04183698085199105,26.1306693027183,-179.6993265302698
5262.539853285646,0.04158230494715288,26.14036542517705,179.8313150475771
5708.678664879192,0.0406426660139084,26.1457357529987,179.3802770760889
6192.639487281042,0.05095423089736989,26.15157678289616,178.8669573203166
6717.628731734537,0.03484431972352955,26.1530368397382,178.344714488534
7287.124637258479,0.04473696933407965,26.1585232888277,177.8728579984256
7904.900315208114,0.04895160183683526,26.16133040161343,177.3087764728147
8575.0487474695,0.05261454662658274,26.1546873684992,176.7259483976578
9302.009903908862,0.04834261146164973,26.15307322796265,176.1425301980617
10090.60015873995,0.04537088449614191,26.13876599658825,175.5888198982171
10946.04420070293,0.06553245512368257,26.1273506712239,174.9662653104415
11874.00964847109,0.05396432372667494,26.11268844940558,174.2979381923753
12880.6446006248,0.06345014472099245,26.10134103712544,173.6186642874273
13972.61836897428,0.06605769751911365,26.08385721344881,172.9108550129143
15157.16566510397,0.07044084848985337,26.06360109231335,172.1630092559919
