#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B211C7
#Date Time: 2024-12-03 10:42:27.007
#Start: 10 Hz
#Stop: 2e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.54176 V
#Offset: 0.000158986 V
#Relative: no
#Channel: Channel 2
#Range: 5.62764 V
#Offset: 0.000148203 V
#Relative: yes
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,0.02769226030629339,-0.162300082407972,-0.1731228048186466
10.84776329307037,0.02800619814614413,-0.1623501941338512,-0.188357392753673
11.76739684624847,0.02780047873372939,-0.1624711200607785,-0.202448518588227
12.76499355637263,0.02754442322082893,-0.1623500857858945,-0.220766951407839
13.84716285370986,0.02765519045710521,-0.162745739073107,-0.2383027394705408
15.02107449176414,0.02773966653330091,-0.1624976297708429,-0.2590498928734917
16.29450604942344,0.02742659123949419,-0.1625026254885303,-0.2815519683898202
17.67589446016487,0.02771213535755458,-0.162559302038627,-0.3045650318771322
19.17439190971621,0.02749779037534739,-0.1627042686130885,-0.3302985158797256
20.7999264725165,0.02748894869146787,-0.1626727950947885,-0.3586821946761702
22.56326788871268,0.02760218566543776,-0.1629732076728721,-0.3887601240481047
24.47609891748909,0.02770788271303045,-0.1632571452360314,-0.4217545074841667
26.55109273946971,0.0276591699981043,-0.1633166566639633,-0.4578995058470383
28.80199692101268,0.02742215653742028,-0.1633955870315233,-0.4959358848856681
31.24372449668873,0.02767161323833734,-0.1634182197381894,-0.5373357692026843
33.8924527733983,0.02748877257028839,-0.163602330080744,-0.5836321567559395
36.76573051073913,0.0276433561033916,-0.1640434618070866,-0.6302795640671945
39.88259418773125,0.02766002476573687,-0.1641290628248563,-0.683773144967887
43.26369412620929,0.0276944625148719,-0.1641447599971194,-0.7420579428454914
46.93143130649175,0.02752302979051679,-0.1645511808965056,-0.8039861272477964
